Protein IDs	%iBAQ	Unique peptides	Unique + razor sequence coverage [%]
Q9BZE9-2;Q9BZE9;Q9BZE9-3;J3QR12;Q9BZE9-4;J3QL04;J3KRY8	0.000261188	3	6.8
Q5JTH9;Q5JTH9-3;Q5JTH9-2;F5H456	0.000256291	3	2.3
Q99575	0.000251393	2	2.5
P48147	0.000249761	5	8.3
P49748-3;P49748;P49748-2;G3V1M7;J3QRJ8;K7EQP4;J3KSR4;J3QKU9;K7EMF8	0.000249761	6	10.8
P32926	0.000248129	12	15.2
P00367;P49448;B4DGN5;B3KV55	0.000244864	10	19.9
Q9H307;Q9H307-2;G3V579;G3V5F0	0.000241599	5	6.4
Q9UI26-2;Q9UI26;F8WDV0;D6RJB1;D6RCN7;E7EMB7	0.000239966	9	11.8
Q5VWQ8;G3XA90;H0Y3A3;Q5VWQ8-2;Q5VWQ8-4;Q5VWQ8-3;Q96PV0;Q96PV0-4;B7ZCA0;Q96PV0-2;Q96PV0-3;F8WA47	0.000236702	3	3.9
Q9BWU0;H7C256	0.000236702	3	3.1
Q15003;E9PHA2;C9J470;B4E189;C9JZP1;H7C415	0.000231804	4	6.1
Q9BZJ0;Q5JY65;Q9BZJ0-3;Q9BZJ0-2	0.000231804	8	9.9
A6NEM2;P51610;P51610-2;H7C1C4	0.000230172	6	3.6
Q14764	0.000228539	6	6.5
Q9Y6D5;Q9Y6D6;E5RIF2	0.000226907	5	4
O95817;C9JFK9	0.000225275	3	5.2
E9PPU0	0.000217113	1	0.4
Q08378;Q08378-2;Q08378-4	0.00021548	11	9.3
P42566;B1AUU8;A6NL94;P42566-2;H7BYP0	0.000212215	10	12.1
Q96AX1;H3BMM5;F5H6Y0;F5H2X5;F5H7N5	0.000212215	3	4.2
Q9Y2K7;Q9Y2K7-2;E9PIL6;D4QA03	0.000210583	2	2.1
O14733-2;F6WCX7;O14733-3;O14733;O14733-4	0.00020895	3	10.4
P42345;B1AKP8	0.000207318	11	5.4
P49916;P49916-2;K7ERZ5;K7EQB6;K7ENR9	0.000207318	6	5.4
Q9H4G0;Q9H4G0-4;Q9H4G0-2;Q9H4G0-3;Q4VXN5;Q4VXN0;Q4VXN1	0.000207318	3	3.9
G3V180;G3V1D3;Q9NY33;Q9NY33-4;Q9NY33-2;E9PPK9;E9PQ14;E9PNX5;E9PKK8	0.000204053	4	5.3
Q567U6;F8W9X7;H7C050	0.000200788	3	4.4
Q8WVB6-2;Q8WVB6;E7EXA6;Q8WVB6-3;F8WCC1;H0Y7D3	0.000197523	6	6.6
J3KN36;Q5JPE7;P69849;Q15155;Q5JPE7-2;F5H826;Q4G177;H3BUC9	0.000194259	8	6.4
O95239;O95239-2;Q2VIQ3	0.000194259	9	7.5
Q6NUQ4;Q6NUQ4-2;H7C085;H7C008;H7C0H8;H7BZI0	0.000194259	6	8.1
Q9UKN8;F2Z356	0.000192626	5	7.9
E7ENU4;P55265-4;P55265;P55265-2;H0YCK3;P55265-3;P55265-5	0.000187729	6	5.4
O43432-3;O43432;Q504Z1;F5H564;F5H8J4;Q5SWD0	0.000187729	4	2.5
Q86WJ1;Q86WJ1-2;Q86WJ1-3;Q86WJ1-4;B5MDZ7	0.000186096	5	5.7
Q9BZH6	0.000182832	4	3.3
Q9H2K8;G3V1Q8	0.000182832	3	4
Q9Y5K6	0.000181199	4	6.1
E7ESA6;J3QT16;Q05397-5;Q05397;H0YBP1;Q8IYN9;Q05397-2;H0YBZ1;H0YB16;Q8N9D7;E9PEI4;Q05397-3;Q05397-4;Q14289;Q14289-2;E9PBI4;B4DWJ1;Q05397-6;H0YB99;E5RI03;E5RHD8	0.000179567	6	5.4
Q9Y3X0;M0QYB4	0.000179567	4	8.3
O95155;O95155-2;O95155-3;K7EP75	0.000177934	6	5.9
Q13884;Q13884-2;E5RIX7	0.000174669	4	8.4
Q05682;Q05682-2;Q05682-6;Q05682-3;E7EX44;F5H1Z9;Q05682-4;E9PGZ1;Q05682-5;C9J813;REV__J3KNM3;REV__O75334-2;REV__Q13136;REV__Q13136-2;REV__E9PJZ7;REV__H0YEF9;REV__H0YH95	0.000173037	3	5.3
Q7Z4Q2;B7WNW7;Q7Z4Q2-2;Q7Z4Q2-3	0.000173037	7	12.8
E9PDI4;O00515;H0Y901	0.000171405	8	16.2
Q6R327-3;Q6R327	0.00016814	3	2.1
Q6PJG6;Q6PJG6-2;F8WDN5	0.000166507	4	4.8
E7EW49;E7ERI8;F5H604;O75122;J3KR49;E3W994;F5H3X0;E7ENG2;B3KR06;O75122-2;E9PBA6;D6RBU8;C9J668;H7C4I5	0.00016161	5	3.9
Q9UJC3;A8MU44	0.000161284	2	3.6
Q12899;A2AE48;A2AE51	0.000158182	2	4.8
P18074;E7EVE9;A8MX75;P18074-2;K7EKF3	0.000157855	5	7.5
Q8IXT5;B9ZVT1	0.000157529	2	1.9
Q92797;M0R3C7;Q92797-2;M0R033	0.000154591	7	5.7
Q13616	0.000150836	8	10.6
B4DR87;Q02809;Q5JXB7;Q5JXB9;Q5JXB8	0.000147898	8	13.6
F6S0T5;O60341-2;O60341	0.000147081	4	5.7
P43304;P43304-2;F8W6E4	0.000143327	7	10.9
Q93034;H0YCA0	0.000143	3	3.7
Q6YHU6;Q6YHU6-3;C9JJB1;Q6YHU6-2;H0Y3V5;C9JER1;Q6YHU6-5;Q8IY32;Q6YHU6-4;H7BYZ4	0.000141531	4	2.8
Q13753;Q13753-2	0.000139736	5	4.4
P11388-4;P11388-3;P11388-2;P11388;Q02880;Q02880-2;E9PCY5	0.000134512	3	1.6
Q6DT37	0.000133696	6	4.6
Q8WVM8;B7Z738;B7Z4U7;B7Z594;B7Z5N7;H0YJY1;J3KNG4;G3V5F3;G3V5E2;G3V4I1;G3V3K9	0.000130757	6	11.4
Q9UJS0-2;Q9UJS0;F5GX33	0.000126186	3	10.4
O15066;B4DSR5	0.000126023	4	9.8
P18858;B4DTU4;F5GZ28;Q2TB12;M0R0Q7	0.000125697	1	1.3
J3KN08;O00339;O00339-2;O00339-3;H0YBJ4;O00339-4;H0YBU5;H0YBF2	0.000125533	5	5.2
H0Y2S9;Q6WCQ1-2;Q6WCQ1;Q6WCQ1-3;J3KSW8	0.000111168	3	2.4
Q68E01;Q68E01-2;Q68E01-3;Q68E01-4	0.000110189	3	3.3
Q10713;Q5SXN0	0.00010774	2	5.3
H3BQK0;Q9UMR2;Q9UMR2-4;Q9UMR2-2;H3BN59;H3BMQ5	0.000106108	1	3.3
Q12996	0.00010268	2	2.9
Q460N5;Q460N5-1;Q460N5-4;H7C5R8;Q460N5-3;H7C4Y3;Q460N5-5	0.000101537	7	4.1
F8W8J4;Q9NZM1;Q9NZM1-6;C9JCN0;Q9NZM1-3;Q9NZM1-2;Q9NZM1-5;H0YD14;Q9NZM1-7;Q9NZM1-8;Q9NZM1-4	8.71715E-05	18	10
Q9BTW9-4;J3KR97;Q9BTW9;Q9BTW9-5;C9J1U4;I3L439;I3L0V3;I3L120;I3L163;I3L143;I3L131;Q9BTW9-3;I3L3H4;I3L4D2	8.37434E-05	4	3.8
A4D212;Q8N201	6.83986E-05	7	3.6
P49792;E9PGT0;J3KNE0;J3KNY6;O14715;Q99666;A6NKT7;Q7Z3J3;J3KQ37;F8VYC4;P0DJD1;J3QTV4;P0DJD0;F8W705;Q99666-2;E7ES93	6.4644E-05	6	1.8
O15397;O15397-2;F5H244;F5H2I3	6.20321E-05	2	2.1
O43823	5.95835E-05	1	2.9
Q96N67;Q96N67-6;Q96N67-2;Q96N67-5;Q96N67-3;Q96N67-4;H0Y7L2;Q8NF50;Q8NF50-2;Q8NF50-3;Q8NF50-4;A2A369	5.89305E-05	5	2.7
Q9UP83-2;Q9UP83;Q9UP83-3	5.33803E-05	4	4.7
Q6P158;H7C109;Q6P158-2;F8WAZ3	4.9789E-05	3	2.5
P20810-6;P20810-7;E7ESM9;P20810-5;B7Z468;G5E9D3;P20810;P20810-2;B7Z574;E7EVY3;P20810-8;E9PCH5;P20810-4;E7ES10;P20810-3;F8W7E0;H0YA91;E9PDE4;H0Y9H6;E9PSG1;H0Y944;E7EQK6	4.40755E-05	2	2.9
